name,date,star,comment,comment_prep,sentiment
inikamu atausaya,8 Desember 2024,4,"Game seru, tapi kekurangannya jaringan lag musuh kadang lebih jago kalo spin atau gacha gak beruntung terus, selain itu game ini bagus banget kalo dapet musuh susah kaya menantang tapi ngeselin kalo musuh mudah gak menantang tapi seneng bngt karena bisa menang efek dari skin juga bagus bagus! tingkatin lagi aja bagi bagi skin nya🗿🙏🏻 sekian terima kasih🗿👊🏻🙏🏻",game seru kekurangannya jaringan lag musuh kadang jago kalo spin gacha gak beruntung game bagus banget kalo dapet musuh susah kaya menantang ngeselin kalo musuh mudah gak menantang seneng bngt menang efek skin bagus bagus tingkatin aja skin nya sekian terima kasih,positif
Kingli Octaviano,5 Desember 2024,5,"Bagus kok gamenya, tapi tolong kalau bisa, larang player bermain sama mythic kalo dibawah rank epic, karena kasian gw main mythic gw liat musuh(profilnya) ternyata masih grandmaster, Nah awal awal gw bodoamat, seneng malah, tapi justru gw kena report karna katanya gw terlalu jago, jelas lah Grandmaster ga terima, Dia ngira lawannya juga grandmaster, Makanya Tolong kalo musuhnya main bareng sama mythic, kalo terdeteksi dibawah rank epic, gabisa main. Tolong ya, karna itu, Gm selalu report gw.",bagus gamenya tolong larang player bermain mythic kalo dibawah rank epic kasian gw main mythic gw liat musuh profilnya grandmaster gw bodoamat seneng gw kena report karna gw jago grandmaster ga terima ngira lawannya grandmaster tolong kalo musuhnya main bareng mythic kalo terdeteksi dibawah rank epic gabisa main tolong ya karna gm report gw,negatif
Tirta Itoex,5 Desember 2024,2,"Gamenya sudah sangat bagus. Tolong perbaiki antara rolenya,karena d setiap player kadang ada yg tidak berkontribusi terhadap rolenya. Kita main solo player belum tentu dapat tim yg bagus. Kita mabar 5 belum tentu kita menang",gamenya bagus tolong perbaiki rolenya d player kadang yg berkontribusi rolenya main solo player tim yg bagus mabar 5 menang,negatif
Klemen Ardi H,20 November 2024,1,Terdapat bug pada event supplai premium the navigator. Tolong kepada developer segera diperbaiki dan ditindaklanjuti untuk kenyamanan pengguna. Terimakasih,bug event supplai premium the navigator tolong developer diperbaiki ditindaklanjuti kenyamanan pengguna terimakasih,netral
Tasya Aprillia,13 Desember 2024,3,Game nya sudah bagus tetapi ada bug yang saya tidak suka contohnya seperti claude saya yang sudah saya beli tetapi malah harus membeli lagi dan coin saya yang 32.000 malah berkurang tolong untuk monton tolong hilangkan bug seperti itu🙏🏻,game nya bagus bug suka contohnya claude beli membeli coin 32.000 berkurang tolong monton tolong hilangkan bug,negatif
Sai Nuddin,10 Desember 2024,1,"Semakin kesini semakin gak jelas, main rank semakin sulit gak ketemu musuh baik baik aja, begitu ketemu musuh tau tau langsung jaringan nya merah parah, udh gtu solo ketemu nya lawan yg satu team, game parah si mending uninstall aja jadi bikin emosi main nya",kesini gak main rank sulit gak ketemu musuh aja ketemu musuh tau tau langsung jaringan nya merah parah udh gtu solo ketemu nya lawan yg team game parah si mending uninstall aja bikin emosi main nya,negatif
Aji Ahmad,23 November 2024,2,"Bisa kelola server tidak, masa player negara lain bisa masuk server indonesia, apakah pakai VPN bisa sinyal bagus, yang benar aja kalau ngasih tim dari player luar negara indonesia, game gak guna !! Kalau berani balas komentar'ku ...",kelola server player negara masuk server indonesia pakai vpn sinyal bagus aja ngasih tim player negara indonesia game gak berani balas komentar ku ...,negatif
Yosia Ekklesia,16 November 2024,1,"Sama saja kasih skin tapi dibuat kalah terus. Musuh juga dikasih musuh musuh yang berat banget, game nya juga kadang buat frustasi banget maunya main supaya seneng malah ini buat frustasi.",kasih skin kalah musuh dikasih musuh musuh berat banget game nya kadang frustasi banget maunya main seneng frustasi,negatif
Vindy Imuet,16 November 2024,2,"Makin kesini makin gak jelas erooorrr parahh!! Masa lagi enak2 main tiba2 log out sendiri, beli item gak bisa malah log out, tulisan atau bacaan kaya erorr. Tolong pihak montoon di baguskan lagi aplikasinya masak eror kaya gini!!! Terus klau player mage atau mm itu jngn di temukan bersamaan dalam 1 grup kan jdi mage sama marksman smua!!",kesini gak erooorrr parahh enak2 main tiba2 log out beli item gak log out tulisan bacaan kaya erorr tolong montoon baguskan aplikasinya masak eror kaya gini klau player mage mm jngn temukan bersamaan 1 grup jdi mage marksman smua,negatif
Muhammad Naufal Ramadhan Rahman,14 November 2024,1,"Matchmaking yg buruk, sangat tidak seimbang. Skin hero tidak lagi bisa di pakai di mode offline. Banyak event bagus yg diadakan di negara lain sedangkan di Indonesia tidak.",matchmaking yg buruk seimbang skin hero pakai mode offline event bagus yg diadakan negara indonesia,negatif
Yemima R. Putri,17 Desember 2024,5,"Sumpah keren banget gamenya seru juga tapi kadang lag, apalagi setelah update banyak bug. Bahkan di dalam pertandingan pun freeze.",sumpah keren banget gamenya seru kadang lag update bug pertandingan freeze,positif
Ilman Majid,4 Desember 2024,1,Sistem matchmaking moonton sekarang sangat buruk...Saran saya akun Hasil joki sebaiknya di banned karena sangat menganggu di High tier ..banyak player yang skillnya stuck di situ situ aja..sangat tidak menyenangkan pengalaman bermain kalau terus begini akan banyak player yang pensiun bermain,sistem matchmaking moonton buruk ... saran akun hasil joki banned menganggu high tier .. player skillnya stuck situ situ aja .. menyenangkan pengalaman bermain player pensiun bermain,negatif
Fachri Albayhaqi,7 Januari 2025,1,"Kenapa ya ketika tim snaw bal tim kita mau end game tapi sinyal tiba"" lag pas mati sinyal bagus ini TANDA GAME PALING BURUK YAITU MOBILE LEGEND game paling gk adil MONTON sangat mengecewakan",ya tim snaw bal tim end game sinyal lag pas mati sinyal bagus tanda game buruk mobile legend game gk adil monton mengecewakan,negatif
Devil_ Diskz,7 November 2024,1,mohon ya untuk montoon minion nya terlalu banyak dah satu lagi untuk draf dan sebagai nya disetiap player suka bug untuk hero semua juga tolong damage di rendahkan jadi player kasihan suka naik turun main nya capek sampai bergadang terus kasihan para player lain jadi montoon maaf jadi aku kasih 1 bintak aja ya kasihan yang main nya suka ngeluh terus,mohon ya montoon minion nya dah draf nya disetiap player suka bug hero tolong damage rendahkan player kasihan suka turun main nya capek bergadang kasihan player montoon maaf kasih 1 bintak aja ya kasihan main nya suka ngeluh,negatif
Dandi Setiabakti,20 November 2024,2,Matchmaking kaya t4i. Dark system Mulu. gak imbang. Ping juga jumping hadeuh. Apa? Mau nyalahkan device player atau jaringan?. Ngaca kek!. Game lu itu banyak bug. Males mendengarkan keluhan player adalah faktor kunci kelemahan sebuah game. Saya sebagai Solo player sangat dirugikan. Sudah bertahun2 di komplain player tapi pura2 tuli. ML t4i!!!!!!,matchmaking kaya t4i dark system mulu gak imbang ping jumping hadeuh nyalahkan device player jaringan ngaca kek game lu bug males mendengarkan keluhan player faktor kunci kelemahan game solo player dirugikan bertahun2 komplain player pura2 tuli ml t4i,negatif
RR Per,30 November 2024,3,Kenapa nih game setiap mau win strak malah ngelek jaringan nya dan saya juga bingung pas mau nyerah malah merah ini gimana sih sistemnya suruh orang kalah terus dan di sini pake wfi loh yang terhubung cuman 2 hp ama leptop ngak mukin ngelek ini mukin dari sistem nya membuat tidak nyaman saja dengan sistem jaringan nya,nih game win strak ngelek jaringan nya bingung pas nyerah merah gimana sih sistemnya suruh orang kalah pake wfi loh terhubung cuman 2 hp ama leptop ngak mukin ngelek mukin sistem nya nyaman sistem jaringan nya,negatif
Adyaksa Putra Hendri,16 Desember 2024,1,"sistem moonton rusak tim nya pada gak bisa main sementara musuhnya nya pro player gak adil buat sistem yang bagus lah gak mungkin saya menang dengan tim yang gak bisa main lawannya pro player, jika tidak bermain party rank tidak akan naik naik, seharusnya ml membuat sistem yang tidak menabrak role",sistem moonton rusak tim nya gak main musuhnya nya pro player gak adil sistem bagus gak menang tim gak main lawannya pro player bermain party rank ml sistem menabrak role,negatif
Erna Hayati,17 November 2024,1,"Seringkali terjadi ketidakseimbangan antara kedua tim, yang di mana tim lawan lebih pro, sedangkan tim sendiri seperti bot (alias dark system), jaringan kurang stabil",seringkali ketidakseimbangan tim tim lawan pro tim bot alias dark system jaringan stabil,netral
Ijo Biru,18 November 2024,1,"Game udh bagus,tpi masalahnya pada saat bermain dalam gameplay jaringan wifi bagus nggk ad kendala saat bermain, kok malah naik ping nya sampe 500ms turun naik ping membuat masalah dalam bermain seri kali di report karna jaringan jelek padahal jaringan wifinya baik baik aja tolong dong diperbaiki,kalo udh di perbaiki di naikin rating bintanya",game udh bagus tpi bermain gameplay jaringan wifi bagus nggk ad kendala bermain ping nya sampe 500ms turun ping bermain seri kali report karna jaringan jelek jaringan wifinya aja tolong diperbaiki kalo udh perbaiki naikin rating bintanya,negatif
Diaz Herdian,30 November 2024,3,"Sejujurnya saya suka gamenya tapi salah satu bug yang saya dapatkan adalah ketika main hero saya suka jalan sediri dan itu tidak bisa diapa-apakan sampai hero nya berhenti,jadi tolong moonton perbaiki bug itu tolong(ff saja ratingnya lebih bagus)",sejujurnya suka gamenya salah bug dapatkan main hero suka jalan sediri diapa apakan hero nya berhenti tolong moonton perbaiki bug tolong ff ratingnya bagus,negatif
Far Oon,25 November 2024,1,"Monoton harus nya melarang joki, Saya setiap bermain selalu bertemu pemain yang skillnya tidak sesuai dengan ranknya. Ditambah lagi jaringan yang tidak stabil,entah mengapa saya merasa jaringan menjadi tidak stabil semenjak update terbaru. Belum lagi ketemu pemain yang egois!",monoton nya melarang joki bermain bertemu pemain skillnya sesuai ranknya ditambah jaringan stabil jaringan stabil semenjak update terbaru ketemu pemain egois,negatif
Siti Zahirah Yulia Putri,7 Desember 2024,5,"Hmmmm Overall bagus sih saya mainnya. TAPI WHY SAAT ITU AKU MAU MAIN jaringan wifi nya gak bagusss, padahal wifi saya disini baik baik aja kok. Kukira, itu cuman sekali aja TP RUPANYA 2 KALI KENANYA🥲 terpaksa saya afk biar gak patah patah mainnya. Tolong yaa moontun..",hmmmm overall bagus sih mainnya why main jaringan wifi nya gak bagusss wifi aja kukira cuman aja tp 2 kali kenanya terpaksa afk biar gak patah patah mainnya tolong yaa moontun ..,negatif
Ferdian official,3 Desember 2024,1,"Game rusak, main game bukannya terhibur malah tambah setres main 8 kali menang sekali. Dari mitic bintang 24 mau ke 25 aja susahnya bukan main padahal tinggal satu bintang. Kalau dari GM ke honor susah itu wajar,ini tinggal satu bintang aja malah server ngasih tim macam binatang semua.. payah 🤮🤮🤮",game rusak main game terhibur setres main 8 kali menang mitic bintang 24 25 aja susahnya main tinggal bintang gm honor susah wajar tinggal bintang aja server ngasih tim binatang .. payah,negatif
Danang,17 Desember 2024,3,"MLBB:Main Lag Banyak Bug Jaringan Udah Gua Cek Sebelum Pertandingan Pingnya Masih Hijau Terus Pas Gua Masuk Match Pingnya Jadi Merah,Dan Parahnya Gua Sampai Disconnected Dari Game,Saya Tidak Tau Ini Masalah Internet Saya/Gamenya Yang Bermasalah,Kalau Memang Gamenya Yang Bermasalah Tolong Diperbaiki",mlbb main lag bug jaringan udah gua cek pertandingan pingnya hijau pas gua masuk match pingnya merah parahnya gua disconnected game tau internet gamenya bermasalah gamenya bermasalah tolong diperbaiki,negatif
Aldi Mulyadi,10 Desember 2024,3,"saya dan temen saya lagi di in game tiba tiba ngeleg ga jelas, saya sudah cek wifi dan normal begitupun temen saya yg ngeleg, kami sudah mencoba untuk re-log tapi malah ga bisa masuk hanya stuck di loading screen, mohon untuk merecovery kembali tentang masalah ini, makasih",temen in game ngeleg ga cek wifi normal temen yg ngeleg mencoba re log ga masuk stuck loading screen mohon merecovery makasih,netral
Doni Riyanto,28 November 2024,1,"game sampah,dapat tim feeder terus 18x lost padahal sebelumnya aman² saja makin kesini makin kurang jelas dapet tim yang buruk dan koneksi kadang suka jelek tiba² tolong moonton di perbaiki lagi jadi males untuk main game sampah satu ini👎👎👎",game sampah tim feeder 18x lost aman² kesini dapet tim buruk koneksi kadang suka jelek tiba² tolong moonton perbaiki males main game sampah,negatif
Rahmat Fajar,19 November 2024,1,Banyak bug gak di perbaiki sistem macmaking gak jelas pokoknya ini game Ter tolol yang saya pernah mainkan aku sarankan untuk pindah ke Honor Of King skin gratis Hero gratis tidak banyak bug dan grafik yang bagus,bug gak perbaiki sistem macmaking gak pokoknya game ter tolol mainkan sarankan pindah honor of king skin gratis hero gratis bug grafik bagus,negatif
Lanny Lanny,10 November 2024,1,"Kenapa di mobile legends tidak ada tanda paus kalau berhenti sebentar soal kalau tiba-tiba mau masuk WC atau tiba-tiba di panggil sama orang tidak bisa paus, jelek sekali ini permainan mobile legends masa harus tunggu selesai baru bisa masuk WC. Minta tolong di perbaiki aplikasi game mobile legend",mobile legends tanda paus berhenti sebentar masuk wc panggil orang paus jelek permainan mobile legends tunggu selesai masuk wc tolong perbaiki aplikasi game mobile legend,negatif
Rafid Fajari,22 November 2024,4,"Semenjak update semakin sering terjadi jumping di ping nya saat bermain, saya udah gunakan data + wifi pun sama saja, koneksi internet saya stabil saya coba buka apk lain kenceng tida ada kendala tetapi di mobile legend sering terjadi lag saat bermain",semenjak update jumping ping nya bermain udah data wifi koneksi internet stabil coba buka apk kenceng tida kendala mobile legend lag bermain,negatif
Bantuanten Putra,14 Desember 2024,1,Monton udh ga bener masa gw rank legend main solo dapet tim 2 gm sedangkan musuhnya 2 mitik tolong lah benerin match making dulu gausah ngedepanin event Dan masih sangat banyak kekurangan lain seperti wifi suka lag padahal untuk buka aplikasi lain lancar² aja,monton udh ga bener gw rank legend main solo dapet tim 2 gm musuhnya 2 mitik tolong benerin match making gausah ngedepanin event kekurangan wifi suka lag buka aplikasi lancar² aja,negatif
Fariz Alfarizki,9 November 2024,2,"Untuk gameplay dan grafik sudah bagus,bahkan bisa di bilang sangat bagus tetapi ada satu hal yaitu ketidakadilan di dalam game ini,yaitu kedua tim tidak seimbang,lawan terlalu kuat, tolongg perbaiki please",gameplay grafik bagus bilang bagus ketidakadilan game tim seimbang lawan kuat tolongg perbaiki please,negatif
Guharmo Hasugian,8 Desember 2024,5,"Game nya lumayan bagus, grafis bisa diatur, meskipun pelit kasi skin bagus, overall ok, tapi matchmaking nya kadang gak seimbang.",game nya lumayan bagus grafis diatur pelit kasi skin bagus overall ok matchmaking nya kadang gak seimbang,positif
