name,date,star,comment
Muhamad Ahzan,18 Desember 2024,3,Saya suka game nya tapi tolong lah monton kalau main rank pasti Nemu player dark sistem dan itu buat rank saya naik turun terus
Roby Wan,16 November 2024,4,"Gamenya seru dan asik, tapi masih banyak dark sistem tolong perbaiki moonton terus sama saya pake grafik sedang dan fremnya tinggi kok ga hd lornya juga tolong perbaiki , dan pas loading 100 ko lama banget tolong perbaiki juga 🙏"
Fitri Yanti,4 Desember 2024,1,"Game sudah bagus tapi tolong di saring lagi dong buat pemainnya, banyak anak-anak yang main, banyak yang pakai cheat, banyak yang gk ngerti main padahal udah mythic. Banyak yang kayak boot main bikin gk mood main, MLBB dulu pemainnya lebih bagus ketimbang sekarang, buruk banget"
azzahra rotista,23 September 2024,1,"Pengalaman bermain buruk, saya selalu ketemu dark system mulu, di dalam game kadang patah-patah, saat di dalam loby sinyalnya hijau tapi saat di dalam pertandingan sinyal malah merah padahal sinyalnya lancar, musuh kebanyakan menggunakan cheat, saya selalu bertemu musuh yang ranknya lebih tinggi dari saya, dan moonton mohon ringankanlah beban saat di rank epik."
Memey Lia,8 Desember 2024,2,"Kenapa untuk event starlight lucky chest scam sudah spin 40 kali pun tidak dpt,hrs nya untuk yg TDK hoki kasih lah yg bukan premium jga ga papa biarpun harga asli 300 DM KLO lebih dari 300 DM spin hrs nya di kasih.ini cuma dapat ampas tolong lah di update lagi diamond mlbb itu bukanya murah kalo gini caranya makin MLS main,berharap dapat murah malah dapat ampas."
waud rakopen,17 Oktober 2024,1,"Game bikin stres,depelover tidak bisa mengklasifikasikan mana player lama dan baru,main selalu di bikin emosi kelakuan player baru yg ngotot pilih line,tidak tau role yg d butuhkan,dan Tidak memberikan pengalaman yg adil.sekarang saya pindah game sebelah (HOK)dan nyaman di HOK."
Rizky Ayu,3 Desember 2024,1,Knp gw kasih bintang satu karna aku main rank kalah terus dari glory sampai honor ini ap maksudnya game kagak seru tolong rubah la biar saya kalau main rank cepat menang kalau gw kalah lagi gw akan pindah ke game HONOR OF KINGS paham
kai fizah,26 Oktober 2024,1,apaan ini pas habis paket langsung aku isi kuota game pakek axis tapi menghubungkan ulang jika anda masih bermasalah segera hubungi costumer service itu gimana sih maksud nya afk gara2 ginian habis paket setelah diisi gal bisa masuk ke in game kalo bisa masuk loading nya lama banget sampah
Good Game,9 Desember 2024,3,Tidak tahu cara berterimakasih dengan benar sama player yang selalu support MOONTON KIKIR😭🙏. Tolong buatkan skin legend Hero aldous dan Gatotkaca😭🙏. Saya sudah menabung uang banyak demi mendapatkan skin legend Gatotkaca/aldous itu😭🙏
Aisyah,28 September 2024,1,"Gamenya bagus tapi banyak tim sendiri yang tidak bisa main seperti computer sedangkan tim lawan jago-jago jadi bikin marah.pertandinganya kalo bisa di perbaiki karena sangat buruk sekali .kalo bisa saya kasih bintang 0,5"
safinatuts tsaniya,30 November 2024,5,"Good , tapii moonton tolong tambahin permen ( buat nambah level afinitas ) di banyak in dan ga terlalu mahal di event , itu aja 💅🏻🔥"
Khairur Riza,20 November 2024,1,"mana yang katanya ada kompensasi pas nge bug di event supplai premium the navigator, pembodohan publik kah ini? udah banyak top up gini, malah di php"
Deden Mantofan,10 November 2024,2,"Benerin jaringan nya woy ,ping ijo tapi tiap mau war tiba tiba merah ,nonton YouTube Ig an apapun itu lancar lancar aja ,giliran di pake ml tiba tiba buruk ,skin doang di jual mahal di dalem game nya busuk !"
Bocil Oyen,1 September 2024,1,"Ada jg perbaiki system matching nya, bukan bagi"" skin gratis, dark system msh jdi permasalahan bagi para solo ranked... Apa lg skrg ada pesaing game moba baru, disana gak berebut roll pula... Terimakasih smga pihak monoton membaca ini"
Shakeela Nabil,9 November 2024,4,Geme nya bagus banget cuma ee rada nge lag padahal koneksi baik² aja terus yang paling buruk moonton kadang menurutku pilihkasih aku hampir selalu dapet tim buta map dan tidak setara kadang solo dapet musuh mitik(paling sering sih kadang legend) oiya user name aku aku_imutt57
Muhamad Nurdiana f,21 September 2024,4,Skinnn skiinn dan skinnn mulu yg di perbanyakk... Tapi jaringan makin kesini makin gx jelas.. Padahal gw pake data+wifi masih aja frame.. Tolong lah lu perbaiki supaya gx kaya gini gw main dah lebih dari 3 tahun ngabisin duit banyak buat topup tapi pas main gx memuaskan karena masalah jaringan lag lag and lagggggg🗿😒
Bektii Seefu,6 September 2024,2,"Saya player lama sebenarnya senang dengan banyaknya event bagi bagi skin gratis di season saat inj dan event sebelum sebelumya,tapi yang paling mengecewakan adalah saat match making atau dalam pertandingan selalu dapat rekan tim yang tidak bisa bermain dengan baik,atau rekan tim yang buruk. Kalau sistem match making ini tidak segera diperbaiki tidak lama pasti player lama banyak yang kabur."
Rizky Aditya pratama,9 November 2024,1,"Kenapa untuk update sekarang saya jadi terkena bug, setiap bermain di apapun modenya (online) saya selalu sulit untuk bergerak dan hanya bergerak setelah dua atau tiga detik sesudah saya tekan tombol dan juga seperti tidak singkron dengan hp saya ke game nya, tolong diperbaiki"
Haura Syifa,6 Desember 2024,2,"Game gj, gue udh win streak 8 kali di rank, pas mau ngerank lg udh masuk ke matchmaking mlh tb tb keluar dr pertandingan. Pdhl jaringan bagus, trs paket internet baru isi :)"
Mikael Agung yulio,22 November 2024,1,"Tolong dong moonton di perbaiki lagi sinyalnya , lagi main tiba tiba sinyalnya ping 201ms bisa bisa padahal saya buka media sosial lain aman aman aja"
Pengguna Google,17 November 2024,4,karna game play nya bagus dan grafik nya juga bagus tpi tolong beri lah menang kepada aku mau naik master ke Grandmaster dan epick berilah menang ke legends plis jadi aku beri bintang 4
Fert Afandy,20 November 2024,1,"Sumpah game ini parah untuk player solo Bug gajelas udah enak gendong gendong tim malah lag lah terus dasar babii,padahal jaringan ping hijau bagus tapi lag kan binatang montoon.. bener kata temen² gua mending main DI GAME HOK GAK ADA BUG MALAHAN ENAK RESPONSIF DAN STABIL GAMEPLAY NYA,CABUT LAH DARI MLBB BINATANG INI❗❗❗❗❗"
Herdin Ramadhan,13 November 2024,1,"game ini sangat jelek banget soal nya setiap main dpt kekalahan mluu, apalagi pas mau glory malah di ksih tim yg sengaja trol , trus ada temen yg trol dan coklat bkn nya kena pelanggaran malah ga kena apa apa , gimana ga kesel cbaa , tolong lah , gua ksi bintang se gini karena sesuai dengan fakta !! , terutama yg punya monton iniii. tolong di mengerti monton ga semua yg main game lu ini seru ada juga yg kesel dan bahkan ada yg trol loo. gua juga cape sebagai player ml , gtu gtu mlu match nya."
Faqih Ahmad,5 Desember 2024,4,"Selama saya memainkan mlbb, memang banyak sekali perubahan² yg terjadi, tetapi msh ada juga yg perlu di perbaiki / update di beberapa sistem dan fiturnya"
Egy ARRAUDHO,2 Desember 2024,3,"Saran saya sih untuk game ini.. Tolong jangan terlalu ngurusin event, ya tapi penting juga sih,, tapi ada yg lebih penting nih moonton.. Tolong utamain masalah bug ya soalnya gak nyaman main ni game kalo bug mulu kayak contoh: 1.)masalah stuck di logo mobile legend, ya walau gak ngaruh amat sih. Tapi ribet harus login ulang. 2.) masalah sinyal^masa saya main pake wifi tiba tiba gk bisa gerak tapi sinyal ijo agak lama baru merah.. Tapi pas saya main pake kuota ya sama aja sih. Ngeselin emang^..."
HN COLECTION'S FHASION,16 November 2024,1,"Padahal saya main dari tahun 2018 Tapi dikecewakan sama moonton sumpah gak mau lagi main mobile legend game parah main normal main aman eh malah di kredit skor turun dri 108 smpe 64 sialn emng , lebih baik main HOK dripada mobile legend udhmah signal jelk terus , macht ny gk jelas dari sistem Mulu solo di satuin sama yang party sumpah udh mah dikasih temen yang gak jelas Mulu ini terakhir gue delet aplikasi ya mending main HOK atau PUBG gak bikin pusing lama lama pada pergi player mobile legend"
Ren BadGirl,8 Desember 2024,1,Apalah gw baru mau menang aja di lag in sama moontonnya Emang nggak suka banget gw menang Udah kasih bintang 1 aja Yg lain nggak usah main ni game Nyusahin sinyal aja kadang aneh... Pindah game aja MOONTON itu panik makanya di kasih skin gratis Padahal matching nya aja kagak berubah Apalah di hapus aja dari playstore
Vata Affan,13 Desember 2024,1,Game macam apa ini saya mendapatkan tim yang sangat buruk mending saran saya kalo rank kita contoh glory jangan dikasih tim yang rank nya masih dibawah glory dan itu yang namanya dark system hapus aja dari game ini aneh game scam
Infinik Alma,11 November 2024,5,"game ini sangat bagus sekali untuk di mainkan , selain player nya yg ramah"" saya juga di pertemukan tim yg sangat baik dalam ber main game ini sampai sampai loostrek 15x game ini sangat saya rekomendasikan 🥰🥰🥰🥰🥰"
Crezz_ Cellow21,25 September 2024,3,"Untuk tim mobile Langends, mohon di update prihal koneksi nya, soal nya akhir akhir ini, jaringan 4G plus wifi juga full bagus, tapi lag nya minta ampun 🙏🏻 machking sekarang sudah 2 Minggu terakhir itu lag terus, padahal jaringan bagus, plus setiap main, sebelumnya chache atau spam sampah nya slalu di bersihkan..namun tetap lag..mohon di tinjau 🙏🏻"
amuarif,7 Desember 2024,5,Sangat seru main 24jam nambahnya cuma 1 atau 2 itu pun turun lagi semoga betah terus ya saya main kalo boleh juga kasih in terus bang nanti tinggal cari cheat udah deh ke banned dh kaga bakal lagi main game seseru ini.😅
Daniel J “BLAME” M P,20 November 2024,1,"Kasih rating 1 karena ngasih event tapi g sesuai banyak player yang sudah top up tapi ditipu oleh moonton, padahal eventnya sebentar lagi selesai tapi belum ada kompensasi terhadap eventnya. Moonton memang mau playernya pindah ke game sebelahkah?"
Anwar Ali,8 November 2024,5,Saya suka. Dengan mlbb bikin bt jadi ilang. Tapi ko sering berhenti dan mulai dari ulang. Akhirnya kredit score saya berkurang terus.
Mifta Sehat,7 September 2024,1,"Apaan cok, game bot. Sistem matchmaking gak adil, ping nya gak stabil padahal buat apk lain oke² aja, plis lah ya moonton, lu tuh kalo emang niat bikin game ya perbaiki dong, kalo gak mau kalah sama game sebelah janagn andelin event skin gratis. Kek bener² gak laku."
dhio bagus dharmawan,10 November 2024,1,"Dark system dimana2, baru win streak dikit eh langsung dah tuh dark system nya mulai, kalau satukali duakali sih ok, tapi berkali-kali konntl. Belajar lah dari system tetangga sebelah, pas skin aja ngegas copy-nya, tapi fitur lain?? Udah season baru masih sama aja, match making masih sampah, tim gajelas, solo dikasih lawan tim. Emang ga niat benerin tu sistem Pantes co temen2 pada pindah ke sebelah"
Bagus okta Setiawan,2 Desember 2024,1,Tim gw ga pada bisa main musuhnya koleksinya pasti dari tinggi dari gw ada yang ahli ada yang ternama dan ada yang juragan napa di tim gw pasir amatir dan junior sini beri aku drak sistem musuhnya lag gw cape kalah terus suaranya difid kalo tim ge juga fa ngerti draf pick pada egoin banget gw yang harus disuruh ngalah terus harus jadi alll roll
Andre Bayu,16 November 2024,1,"Kalok ngasih tim itu setara dengan musuh nya tolol, masak tim di kasih drak sistem Mulu, game gak jelas, main game ini bukan nya terhibur malah membuat jadi setres."
Triana Pipih,30 November 2024,1,"Keseimbangan kedua tim jauh bgt , dark system melulu.. Sehebat apapun pake hero pasti tetep aja ada kala nya seperti pemula, tiba tiba hero biasa kita pakai melempem, dikasi menang cuma 3x kalah nyaa 10 x sistem yg aneh"
Rizky Oioi,6 November 2024,5,"Untuk game ini memang enak tapi tambah teman nya gak langsung diterima ,kalo ff kan bisa rame banget, kalo ini tolong ditingkatkan lagi ,juga kenapa digua season kok ditemani gua gak seson yah bingung dah"
Dava Putra,6 Desember 2024,5,Game paling seru dan keren untuk di mainkan di saat waktu istirahat atau di saat lagi stres dan sepulang kerja di jamin anda akan mendapatkan pengalaman bermain yang begitu menyenangkan dan membahagiakan untuk bisa meredakan stres penat saat pulang beraktifitas atau sepulang bekerja
Fawwas,6 November 2024,1,"Pembagian skill Hero secara tidak adil, ketidakstabilan sinyal(padahal udh bgs bgt sinyal gw!!!), memakan terlalu banyak ruang penyimpanan yg tidak bisa dinikmati semua orang(GK kasian apa sama orang yang ga mampu?!!)dan keburukan pengaturan.udh itu dlu. Pendapat gw"
Ngurah Dalem,15 Desember 2024,1,"maaf ya, mlbb sudah tidak seperti dulu, banyak hero hero yang ga jelas di mythic sekarang, team yang diberika tidak sepadan percuma habisin uang di game tapi matchmaking dibuat aneh, server team juga tidak sepadan, mantan glory diberi team yang baru baru naik rank berkat jalur bot juga"
Muhammad Haikal,16 Desember 2024,5,"Game moba ini sangat seru kurasa ini game moba terbagus aku suka tapi banyak kesalahan ,ada yg main nya kasar dan ada dark sistem suka ngeleg padahal jaringan bagus tapi gpp"
Dinda Shintia Wulandari,20 November 2024,5,"Udah nyobain semua game moba, sejauh ini semuanya punya kelebihan sama kekurangan masing-masing, semangat terus mlbb semoga bisa sesukses lain dan belajar dari perusahaan lain yang mendengarkan komunitas game sendiri ya"
Maa Angga,5 Desember 2024,3,makasih moonton kmu udh mematahan semangat bermain mobile legend saya. semenjak adanya emblem revamp saya tidak bisa merasakan kesenangan bermain mobile legend.dan mohon untuk moonton membatalkan emblem revamp karena saya tidak bisa memahami emblem revamp...
Keisha Haura Humaira Andriani,18 Desember 2024,4,"Game nya bagus tapi tolong dong kasih aku tim atau lawan yang setara dengan rank. capek rank ku turun terus gara² lawan atau tim ku GK setara dengan rank ku. Sampai sekarang aku stuck di legend terus bahkan teman ku juga mengalami hal yang sama dengan ku.. Jadi tolong ya moonton kasih aku tim atau lawan yang setara aja, satu lagi tolong keluar kan skin baru Cici soalnya udh lumayan lama Cici dirilis tapi sampai sekarang GK ada skin dan cuman ada skin basic doang."
Rezam Raipha,16 Desember 2024,4,Bagus... Cuman ni game ngebut orang yang dulu Nya sopan tapi gara gara dapet tim drak sistem trus menerus membuat nya sedikit lebih suka bilang kasar... Contohnya saya :'/
Putri Annisa,5 Desember 2024,1,"GIMANA SIHH MONTOON KOK GA BISA LOGIN, biasanya kan kalau di hp yang sama, aps nya di uninstall masih tercantum akunnya, ini kok gaada, ga bisa login lagi, tolong di perbaiki plsss"
Asri Jal,12 Desember 2024,4,Pemain sola seperti sayan terkadang masih banyak dpat tim tak seimbang. Jumpa tiga atau dua skuat.
Luthfi sukarno Putra,14 November 2024,1,"Teruntuk moonton. Ngasih lawan yang ngotak lah, masa maen solo ketemu yang partyan. Plisss perbaiki. Dan satu lagi, kalau ngasih tim tuh yang jago dikit apa. Cape gendong tau"
FJKT 48,12 November 2024,2,matching yang sangat tidak adil..karena setiap saya bermain pasti mempunyai lawan dengan tier rank diatas saya sehingga saya tidak dapat bermain dengan optimal
Berliana Tatangt,8 November 2024,1,Game. Aneh masak betel sepel ku dah inspaier tiba tiba. Aku keluar main lagi kok jadi ........... males banget. Jadi pengen unsial game nya iyuh tidak itu doang biasanya saya yang harusnya dapet kill tetapi malah orang lain yang dateng telat
Hadi zildjian,24 November 2024,1,"game gak jelas, pengunduhan data sudah di atur menggunakan wifi, tapi tetep saja otomatis padahal sedang pakai data seluler. GA BECUUSSS"
Hafizul Arjunaa,7 Januari 2025,1,"game bikin stres sih , penyesuaian tim nya gajelas banget buat player solo , ketemunya player duo/trio Mulu itupun musuhnya jago ( rank tinggi ) , sedangkan tim kita malah dikasih buruk buruk seperti rank rendah ( bisa di sebut dark sistem ) mau main dari pagi Ampe sore kalo ketemu tim nya gajelas juga gaada manfaatnya , kita main game kan cari win bukan cari kalah."
Riski Riski,14 Agustus 2024,1,"Gajelas cok lama lama gw pindah game, gw menang awalan terus kalah terus menerus sampai turun banyak bintang tolong lah kasih tim yang bener dikit lah, buat tantangan boleh tapi ya ga setiap waktu ngegamee!!! Tolong lah kalo mau ngasih darksistem jangan setiap gw main gw muak"
