name,date,star,comment,comment_prep
Wahyu Indra,4 Agustus 2024,1,"Game yang sangat buruk sekali.. pengaduan CS kalo ada pemain yang sengaja bermain jelek bukan Karna jaringan atau lainnya, selalu direspon tidak sesuai... Hanya menghukum berdasarkan grade macth apalagi kalo dapet kayu.. hemmmm.. Perubahan Hero yang skill dan ultimatenya jadi semakin jelek, tidak seperti desain awal.",game buruk .. pengaduan cs kalo pemain sengaja bermain jelek karna jaringan direspon sesuai ... menghukum berdasarkan grade macth kalo dapet kayu .. hemmmm .. perubahan hero skill ultimatenya jelek desain
Susilo Adi Waluyo,12 Desember 2024,1,Training AI tidak sesuai dengan ranknya.. bukankah bagusnya di batasi setiap ranknya.. agar tidak mengganggu latihan para pemain rank tinggi? Apa ke profesionalan developer game ini? Kalau hal pembatasan aja tidak bisa di lakukan?,training ai sesuai ranknya .. bagusnya batasi ranknya .. mengganggu latihan pemain rank profesionalan developer game pembatasan lakukan
Angga Suhendro,12 November 2024,2,"muntun gem nya sudah bagus si tapi kalok ngasi lawan atau tim yg bener lah gua stak legend v,tolong lah muntun kasih lawan yg imbang aja atu lebih mudah lah gem nya,gua legend lawan nya serasa imortal kan GK logika tiap hari gua main di kasih los trik dah update mahal main suman di kasih lostrik monton kacau",muntun gem bagus si kalok ngasi lawan tim bener gua stak v tolong muntun lawan imbang atu mudah gem gua lawan serasa imortal logika gua main los trik dah update mahal main suman lostrik monton kacau
Xeon Hotaru,16 Desember 2024,3,Saya kasih bintang 3 dulu lah karena but di ml saya masih belum di perbaiki udah hubungi customer service juga malah sampai sekarang masih aja itu bug di biarin tolonglah moonton hapus bug nya saya jadi sering dilaporin afk sama player lain,bintang 3 but perbaiki udah hubungi customer service bug biarin tolonglah moonton hapus bug dilaporin afk player
Ratna Wati,27 November 2024,5,game nya sangat bagus dan ini wajib banget di instal tapi sayangnnya top up diamond nya mahal🥲🥲tetapi tidak apa' tetep saya kasih bintang 5,game bagus wajib banget instal sayangnnya top up diamond mahal tetep bintang 5
Akthar Pratama,28 November 2024,1,Gamenya gj pas mau naik ke rank lain malah dapet musuh mytik IMO tim kaya warior lain kali kalau mau bikin game tolong di benerin ya dark sistem di hapus apalagi kalau ada tim yang mainya aneh pas udah di riport malah kaga terdekteksi 😑,gamenya gj pas rank dapet musuh mytik imo tim kaya warior kali bikin game tolong benerin dark sistem hapus tim mainya aneh pas udah riport kaga terdekteksi
Pandu Asem,7 Desember 2024,1,"Game bagus,cuman benerin lah sistem match nya masa ketemu tim gajelas dri tadi dpt tim yang dikit² ngetrol benerin lah ga seimbang kali tim nya dari honor balik Mawi lagi kocak benerin la tolong cpek Nemu tim kyk gitu terus sumpah cpek moonton dpt tim kyk gitu musuhnya jgo semua timnya kek dongo gimana coba cara lawannya kocak",game bagus cuman benerin sistem match ketemu tim gajelas dri dpt tim dikit² ngetrol benerin seimbang kali tim mawi kocak benerin la tolong cpek nemu tim kyk gitu sumpah cpek moonton dpt tim kyk gitu musuhnya jgo timnya kek dongo gimana coba lawannya kocak
Mas Hafiz,17 Desember 2024,5,Game ya seru dan bisa mabar tp ada kekurangannya yaitu kalo lagi war tiba² leg padahal sinyalnya hijau mohon kpd pihak muntun tolong diperbaiki yg masih ngebug,game seru mabar tp kekurangannya kalo war tiba² leg sinyalnya hijau mohon kpd muntun tolong diperbaiki ngebug
Rival Kurniawan,22 Agustus 2024,1,"game aneh,tolonglah pihak developer sistem matching nya dibenerin untuk player² match ribuan masa dikasih tim yg baru main,gak imbang sama sekali giliran musuhnya pada bisa main khususnya di tier romawi sampe honor bener² sampah bgt rata² timnya 2/10 dpt tim bagus",game aneh tolonglah developer sistem matching dibenerin player² match ribuan dikasih tim main imbang giliran musuhnya main tier romawi sampe bener² sampah bgt rata² timnya 2 10 dpt tim bagus
Pudan Yoel,17 Desember 2024,1,"Game bodoh, masa setiap main jaringan nya ngeleg terus, udah ituu banyak drak sistem,, gw saranin jangan download game ini, karena game Ini kayak ba*i",game bodoh main jaringan ngeleg udah ituu drak sistem gw saranin download game game kayak ba i
Iwan Ione,9 Desember 2024,1,"Saya kasih bintang satu karna ini game sangat buang""duit,saya udah top up berulang kali gak dapat apa""saya top up WDP 280 diamond berharap,dapat starlight card malah zonk semua,saya mohon jangan download ini game soalnya buang"" duit,dan main di game ini mental harus kuat,karna banyak dark sytem dan gila kalau Mulu,nanti takutnya mental kalian rusak kek mental saya,jangan download game ini nanti kalian menyesal njirrr",bintang karna game buang duit udah top up berulang kali top up wdp 280 diamond berharap starlight card zonk mohon download game buang duit main game mental kuat karna dark sytem gila mulu takutnya mental rusak kek mental download game menyesal njirrr
Raablqs,29 November 2024,1,"Mlbb yg terhormat, tolong di perbaiki lagi game luuuu ajg. tbtb stuck gabisa di gerakian waktu in game, maksudnya apa coba?? harus relog dan itu lamaaaa, buat kalah tim aja",mlbb terhormat tolong perbaiki game luuuu ajg tbtb stuck gabisa gerakian in game maksudnya coba relog lamaaaa kalah tim
Hairil Akbar,15 November 2024,1,"monton monton tolong lah kasih tim yg bisa main , kalo ngasih di tim lawan bagus , giliran ngasih di tim gw jelek banget , kalo sekali mah wajar ini terus menerus, terimakasih atas semuanya gw akan pensi aja di mobile legend , game lawak , game gk guna , game tlol.",monton monton tolong tim main kalo ngasih tim lawan bagus giliran ngasih tim gw jelek banget kalo mah wajar menerus terimakasih gw pensi game lawak game game tlol
Zulkifli Nurmaini,29 November 2024,5,"game bagus , sangat menyenangkan, bisa mengisi Waktu luang, player player nya sangat asik semua apalagi player saber roam itu asik SEkali",game bagus menyenangkan mengisi luang player player asik player saber roam asik
Muhammad alfarizhy IZHY,10 Desember 2024,1,"Untuk game ny ini udh bagus,tapi ada 1 keluhan dari saya kepada moonton.Yaitu tim kita kadang tidak jago atau gk bisa main hero nya sedangkan musuh sangat jago padahal itu cuma bermain clasic loh apalagi bermain ranked. Saya merasa tercurangi karna tim saya gk bisa main,sedangkan musuh ny jago-jago. Itu aj dlu perbaikin moonton,KLO kayak gini terus saya kecewa dengan game ini serasa gk adil banget bagi saya.",game ny udh bagus 1 keluhan moonton.yaitu tim kadang jago main hero musuh jago bermain clasic loh bermain ranked tercurangi karna tim main musuh ny jago jago aj dlu perbaikin moonton klo kayak gini kecewa game serasa adil banget
Malik Masyhuri,21 September 2024,1,"Ayolah moonton gua ingin ke legend aja gak bisa, timnya Bolot, dark sistem, timnya banyak ngoceh, kadang dark sistem terus gak dark sistem, terus jaringannya sampe merah. Coba perbaiki sistem timnya dan jaringannya, dasar moonton bolot bolot kntl 😡",ayolah moonton gua timnya bolot dark sistem timnya ngoceh kadang dark sistem dark sistem jaringannya sampe merah coba perbaiki sistem timnya jaringannya dasar moonton bolot bolot kntl
Syfq Mhmd,24 November 2024,1,Game rusak sinyal merah trs pdhl sinyal full dites kecepatan tembus 3 mbs.tpi digame ini mentok ping 50. Perbaiki server buka. Banyakin event skin gratis.,game rusak sinyal merah trs pdhl sinyal full dites kecepatan tembus 3 mbs.tpi digame mentok ping 50. perbaiki server buka banyakin event skin gratis
Muhammad Iqbal,25 November 2024,4,"Tim sama musuh nya tidak sebanding,musuh lebih jago dari tim sendiri cape ls mulu mohon di perbaiki lagi ya min sistem team nya",tim musuh sebanding musuh jago tim cape ls mulu mohon perbaiki min sistem team
Denny Kurniawan,17 November 2024,2,"Saya mohon untuk kasih tim yang seimbang,,,saya kalah 5x karena battlefield yang tidak seimbang...jangan sampai orang hapus game ini karena battlefield yang tidak seimbang,contoh=tim musuh hebat,sedangkan tim saya ampas banget,itu sering sekali terjadi.jadi mohon kerjasamanya",mohon tim seimbang kalah 5x battlefield seimbang ... orang hapus game battlefield seimbang contoh tim musuh hebat tim ampas banget terjadi.jadi mohon kerjasamanya
Deus Ex_1,19 September 2024,1,"Sistem match nya masih kacau, gw main lose streak 20X beruntun tanpa menang, itu pun dalam 3 hr. Saat ini sudah 2 minggu gw masih lose streak, meski ada menang kalahnya juga, tapi kalah lebih banyak. Sepertinya gw di jadikan tumbal dark sistem supaya player lain rank nya naik sampe mytic immortal. Lucu emg moonton, gw yakin komentar ini gk bakal di balas, apalagi di baca. Klo misal komen gw nyampe, pesen gw cuma 1, klo bikin match itu yg seimbang.",sistem match kacau gw main lose streak 20x beruntun menang 3 hr 2 minggu gw lose streak menang kalahnya kalah gw jadikan tumbal dark sistem player rank sampe mytic immortal lucu emg moonton gw komentar balas baca klo komen gw nyampe pesen gw 1 klo bikin match seimbang
Zilky Aliqrom,23 November 2024,1,game rusak macth making nya rusak juga role nya kebiasaan nabrak dan sering ketemu player player bot/dark system sering banyak kalah nya gara gara dari system,game rusak macth making rusak role kebiasaan nabrak ketemu player player bot dark system kalah gara gara system
Kagura Chan,7 Desember 2024,2,Untuk Players solo Kenapa saya selalu di beri tim yang aneh egois dan banyak omong skil kosong membuat saya lostrek secara terus-menerus Itu sangat tidak Bagus untuk mental saya. Saya putuskan untuk meng uninstall game ini karena membuat saya setres.,players solo tim aneh egois omong skil kosong lostrek menerus bagus mental putuskan meng uninstall game setres
Enji R,14 November 2024,1,Gem ini mengandung pertempuran yang sangatlah tidak bagus kenapa saya bilang gitu kalian hanya menghabiskan bejam jam Reng cuma diulang ulang saya harap gem ini lebih bagus lagi terimakasih,gem mengandung pertempuran bagus bilang gitu menghabiskan bejam jam reng diulang ulang harap gem bagus terimakasih
Rasya Akbar,20 November 2024,1,"Game sampah, ngasih janji palsu, janji katanya bakal kasih kompensasi tapi sekarang mana? Pura pura lupa karna keasikan nyium duit ya? Ayo ges spam aja bintang 1,game kikir medit, banyak bug, suka PHP",game sampah ngasih janji palsu janji kompensasi pura pura lupa karna keasikan nyium duit ayo ges spam bintang 1 game kikir medit bug suka php
Adelia Putri,29 November 2024,1,Game ini sangat dark sistem parah abis itu tiap main jaringannya merah mulu padahal jaringannya bagus mohon di perbaiki!!!,game dark sistem parah abis main jaringannya merah mulu jaringannya bagus mohon perbaiki
Ximo haya,10 September 2024,1,"Saya pemain solo kenapa selalu dapat Tim yang tidak seimbang dalam 10 pertandingan paling 2 pertandingan yg bisa menang sisanya kalah, banyak pemain yg sengaja mengalah/sebelumnya apakah itu akun jokian. Untuk moonton tolong diperbaiki lagi sistemnya banyak darksistem",pemain solo tim seimbang 10 pertandingan 2 pertandingan menang sisanya kalah pemain sengaja mengalah akun jokian moonton tolong diperbaiki sistemnya darksistem
Aditya Kurnia Leksono,28 November 2024,3,"Hallo moonton, saya hendak mengomentari terkait indikator afk, dimana seharusnya kalau indikator afk itu minimal ada batas minimal player tidak bergerak, contohnya 1-2 menit tidak bergerak baru bisa di bilang afk, tapi kalau sebelum 1-2 menit sudah bergerak, masa juga terindikasi afk.?, segera atasi!!!",hallo moonton mengomentari terkait indikator afk dimana indikator afk minimal batas minimal player bergerak contohnya 1 2 menit bergerak bilang afk 1 2 menit bergerak terindikasi afk atasi
Dika Dika,1 Agustus 2024,1,"Wajar sih kalau game nya mulai sepi soalnya digame ini rekan satu tim saya sama musuh saya tidak seimbang,musuhnya top gelobal semua sedangkan rekan satu tim saya anak baru main.tolong ya untuk memberikan tim yg seimbang agar semua player tidak pindah game termasuk saya.",wajar sih game sepi digame rekan tim musuh seimbang musuhnya top gelobal rekan tim anak main.tolong tim seimbang player pindah game
Firman_ Ab,20 November 2024,1,"Woi ini apasi eventnya???? Udh 3 hari mau berakhir loh ini, ga ada kejelasan. Kalo emng ga balik berupa DM/token ya tolong di info. jangan bikin kecewa player2 lah monton. Kasian gua sama orng yg bela2in topup, jangan kalian sama ratain bisa gampang topup gitu aja.",woi apasi eventnya udh 3 loh kejelasan kalo emng dm token tolong info bikin kecewa player2 monton kasian gua orng bela2in topup ratain gampang topup gitu
Gembel elit,5 Desember 2024,4,Assalamualaikum wr. Wb..Moonton Gua mau yang lagunya dikembaliin kayak lagu yang dri season 1..boleh nggak. Kangen ama lagunya 😇🙏🙏,assalamualaikum wr wb .. moonton gua lagunya dikembaliin kayak lagu dri season 1 .. nggak kangen ama lagunya
Ade Cahya fitri,7 Desember 2024,4,"Moonton pliss kalo kasih tim itu yang bener, gua cape lose treak. Bayangin gua main dari mythic terus ketemu tim troll turun drastis ke epic, gua cape woy gua cape. Gua solo malah dapet yang party, terus banyak yang troll, mikir lah ajg kalo mau ngasih tim.. Win paling cuma sekali, giliran lose sampe berkali-kali, Moonton ga bener kalo ngasih tim. Gua solo dari epic ke glory, malah turun ke epic lagi, mikir lah pekok cape gua tuh, lu malah kasih tim gajelas, minimal kasih tim yang setara lah tll",moonton pliss kalo tim bener gua cape lose treak bayangin gua main mythic ketemu tim troll turun drastis epic gua cape woy gua cape gua solo dapet party troll mikir ajg kalo ngasih tim .. win giliran lose sampe berkali kali moonton bener kalo ngasih tim gua solo epic glory turun epic mikir pekok cape gua tuh lu tim gajelas minimal tim setara tll
Yusup Paisal,17 Desember 2024,3,Tolong dong bandingin mna fergorma baik mana yang ferforma buruk ini malah di satuin sama yang kyk gitu Moonton moonton tolonglah rugi kita sebagai peminat game ini moonton banyak player ferforma buruk di satuin di satu tim (dark sistem),tolong bandingin mna fergorma ferforma buruk satuin kyk gitu moonton moonton tolonglah rugi peminat game moonton player ferforma buruk satuin tim dark sistem
Predator Kejam,5 Desember 2024,3,"Sinyal nya suka leg padahal jaringan bagus tapi patah"" Mulu,sama matchmacingnya suka gak seimbang tolong di perbaiki, kalo ginii Mulu mending ganti game aja ke HOK",sinyal suka leg jaringan bagus patah mulu matchmacingnya suka seimbang tolong perbaiki kalo ginii mulu mending ganti game hok
fajar john,8 Desember 2024,5,Ada game pesaing bukanya bener malah makin gak jelas.. ditengah permainan malah tiba2 lag ...mach making parah...lost strike nya gak masuk akal...auto uninstal,game pesaing bukanya bener .. ditengah permainan tiba2 lag ... mach making parah ... lost strike masuk akal ... auto uninstal
Lucki Ardian,8 November 2024,1,"Oy monton gem nya rame tapi gw gk bisa nyalain onmik asal dinyalain gk bisa ad tulisan""sdk voice sedang diperbarui, tunggu 2 menit"" Gem tadak otak",oy monton gem rame gw nyalain onmik dinyalain ad tulisan sdk voice diperbarui tunggu 2 menit gem tadak otak
Joseph Ndolu,16 Oktober 2024,5,"Game bagus, keren, asik lah pokoknya. Yang Kurang dari Game ini cuman Masalah Perbedaan tim lawan dan tim kita, ketika bermain solo. Pasti ada aja tim lawannya yang terlalu hebat, tim sendiri malah YTTA. Tapi OVERALL Bagus lah pokoknya. Game Moba terbaik yang pernah Saya Mainkan. 👍👍",game bagus keren asik pokoknya game cuman perbedaan tim lawan tim bermain solo tim lawannya hebat tim ytta overall bagus pokoknya game moba terbaik mainkan
wandi irawan,16 November 2024,1,Bug top up event 11.11 monton tolong yang sudah top up buat event 11.11 kasih kompensasi.. tolong di baca terimakasih game curang,bug top up event 11.11 monton tolong top up event 11.11 kompensasi .. tolong baca terimakasih game curang
